date,occasion,top10_gross,top10_wow_change,num_releases,top_release,week_no,year,month_week,weekend
Dec 3-5,Post-Thanksgiving,"$39,342,940",-42.1%,15,Mrs. Doubtfire,49,1993,Dec_w1,1993_Dec_w1
Nov 26-28,Thanksgiving 3-Day,"$67,984,479",+38.2%,19,Mrs. Doubtfire,48,1993,Nov_w4,1993_Nov_w4
Nov 25-28,Thanksgiving 4-Day,"$2,209,920",-,1,Jurassic Park,48,1993,Nov_w4,1993_Nov_w4
Nov 24-28,Thanksgiving 5-Day,"$2,502,520",-,1,Jurassic Park,48,1993,Nov_w4,1993_Nov_w4
Nov 19-21,,"$49,176,285",+8.8%,16,Addams Family Values,47,1993,Nov_w3,1993_Nov_w3
Nov 12-14,,"$45,203,111",+13.3%,19,The Three Musketeers,46,1993,Nov_w2,1993_Nov_w2
Nov 5-7,,"$39,881,358",+10.6%,17,The Nightmare Before Christmas,45,1993,Nov_w1,1993_Nov_w1
Oct 29-31,,"$36,056,496",-18.4%,18,The Nightmare Before Christmas,44,1993,Oct_w5,1993_Oct_w5
Oct 22-24,,"$44,163,952",-10.3%,16,The Beverly Hillbillies,43,1993,Oct_w4,1993_Oct_w4
Oct 15-17,,"$49,208,302",-7.4%,23,Demolition Man,42,1993,Oct_w3,1993_Oct_w3
Oct 8-10,,"$53,114,659",+8%,21,Demolition Man,41,1993,Oct_w2,1993_Oct_w2
Oct 8-11,Indig. Peoples' Day wknd,"$58,690,311",-,17,Demolition Man,41,1993,Oct_w2,1993_Oct_w2
Oct 1-3,,"$49,174,741",+15.7%,16,Malice,40,1993,Oct_w1,1993_Oct_w1
Sep 24-26,,"$42,505,243",+31.5%,19,The Good Son,39,1993,Sep_w4,1993_Sep_w4
Sep 17-19,,"$32,317,714",+4.1%,17,Striking Distance,38,1993,Sep_w3,1993_Sep_w3
Sep 10-12,,"$31,054,523",+411.1%,18,The Fugitive,37,1993,Sep_w2,1993_Sep_w2
Sep 3-5,,"$6,076,192",-86.4%,3,Jurassic Park,36,1993,Sep_w1,1993_Sep_w1
Sep 3-6,Labor Day wknd,"$52,107,606",-,20,The Fugitive,36,1993,Sep_w1,1993_Sep_w1
Aug 27-29,,"$44,770,879",-18.3%,22,The Fugitive,35,1993,Aug_w5,1993_Aug_w5
Aug 20-22,,"$54,821,866",-15.1%,21,The Fugitive,34,1993,Aug_w4,1993_Aug_w4
Aug 13-15,,"$64,583,766",-3.2%,18,The Fugitive,33,1993,Aug_w3,1993_Aug_w3
Aug 6-8,,"$66,751,731",-1.9%,20,The Fugitive,32,1993,Aug_w2,1993_Aug_w2
Jul 30-Aug 1,,"$68,043,739",-13.1%,19,Rising Sun,31,1993,Aug_w1,1993_Aug_w1
Jul 23-25,,"$78,336,081",+1.5%,17,Poetic Justice,30,1993,Jul_w4,1993_Jul_w4
Jul 16-18,,"$77,172,707",-15.7%,17,The Firm,29,1993,Jul_w3,1993_Jul_w3
Jul 9-11,,"$91,507,571",+74.4%,16,The Firm,28,1993,Jul_w2,1993_Jul_w2
Jul 2-4,,"$52,455,337",-33.8%,6,The Firm,27,1993,Jul_w1,1993_Jul_w1
Jul 2-5,July 4th long wknd,"$117,631,261",-,15,The Firm,27,1993,Jul_w1,1993_Jul_w1
Jun 25-27,,"$79,296,509",+2.4%,15,Jurassic Park,26,1993,Jun_w5,1993_Jun_w5
Jun 18-20,,"$77,409,351",+1%,16,Jurassic Park,25,1993,Jun_w4,1993_Jun_w4
Jun 11-13,,"$76,672,593",+49.3%,19,Jurassic Park,24,1993,Jun_w3,1993_Jun_w3
Jun 4-6,,"$51,371,856",+180.2%,18,Cliffhanger,23,1993,Jun_w2,1993_Jun_w2
May 28-30,,"$18,336,935",-59.9%,5,Cliffhanger,22,1993,Jun_w1,1993_Jun_w1
May 28-31,Memorial Day wknd,"$77,236,461",-,17,Cliffhanger,22,1993,Jun_w1,1993_Jun_w1
May 21-23,,"$45,784,894",+32.7%,17,Sliver,21,1993,May_w4,1993_May_w4
May 14-16,,"$34,492,029",+6.5%,18,Dave,20,1993,May_w3,1993_May_w3
May 7-9,,"$32,373,432",+11.5%,20,Dragon: The Bruce Lee Story,19,1993,May_w2,1993_May_w2
Apr 30-May 2,,"$29,025,001",-19.9%,20,Indecent Proposal,18,1993,May_w1,1993_May_w1
Apr 23-25,,"$36,238,299",-9.7%,19,Indecent Proposal,17,1993,Apr_w4,1993_Apr_w4
Apr 16-18,,"$40,127,435",-12.6%,22,Indecent Proposal,16,1993,Apr_w3,1993_Apr_w3
Apr 9-11,,"$45,932,687",+22.2%,21,Indecent Proposal,15,1993,Apr_w2,1993_Apr_w2
Apr 9-12,Easter wknd,"$5,333,567",-,4,Unforgiven,15,1993,Apr_w2,1993_Apr_w2
Apr 2-4,,"$37,601,884",+3.8%,19,Cop & ½,14,1993,Apr_w1,1993_Apr_w1
Mar 26-28,,"$36,234,096",-19.8%,20,Teenage Mutant Ninja Turtles III,13,1993,Mar_w5,1993_Mar_w5
Mar 19-21,,"$45,174,953",+30.7%,18,Teenage Mutant Ninja Turtles III,12,1993,Mar_w4,1993_Mar_w4
Mar 12-14,,"$34,558,514",-12.1%,22,CB4,11,1993,Mar_w3,1993_Mar_w3
Mar 5-7,,"$39,300,507",-11.7%,22,Falling Down,10,1993,Mar_w2,1993_Mar_w2
Feb 26-28,,"$44,525,022",-5.2%,19,Falling Down,9,1993,Mar_w1,1993_Mar_w1
Feb 19-21,,"$46,957,732",+158.1%,21,Groundhog Day,8,1993,Feb_w4,1993_Feb_w4
Feb 12-14,,"$18,196,519",-63%,4,Groundhog Day,7,1993,Feb_w3,1993_Feb_w3
Feb 12-15,Presidents' Day wknd,"$62,539,712",-,20,Groundhog Day,7,1993,Feb_w3,1993_Feb_w3
Feb 5-7,,"$49,146,523",+30.6%,20,Loaded Weapon 1,6,1993,Feb_w2,1993_Feb_w2
Jan 29-31,,"$37,618,019",-15.7%,20,Aladdin,5,1993,Feb_w1,1993_Feb_w1
Jan 22-24,,"$44,634,723",+225.3%,19,Aladdin,4,1993,Jan_w4,1993_Jan_w4
Jan 15-18,MLK wknd,"$65,573,332",-,22,Aladdin,3,1993,Jan_w3,1993_Jan_w3
Jan 15-17,,"$13,720,201",-71.7%,5,A Few Good Men,3,1993,Jan_w3,1993_Jan_w3
Jan 8-10,,"$48,495,587",-35%,19,A Few Good Men,2,1993,Jan_w2,1993_Jan_w2
Jan 1-3,,"$74,620,966",-2.2%,20,Aladdin,1,1993,Jan_w1,1993_Jan_w1
Dec 25-27,,"$52,551,174",+40.6%,18,Three Men and a Baby,52,1987,Dec_w4,1987_Dec_w4
Dec 18-20,,"$37,379,824",+19.2%,19,Eddie Murphy: Raw,51,1987,Dec_w3,1987_Dec_w3
Dec 11-13,,"$31,357,856",+8%,14,Throw Momma from the Train,50,1987,Dec_w2,1987_Dec_w2
Dec 4-6,Post-Thanksgiving,"$29,028,889",-39.5%,15,Three Men and a Baby,49,1987,Dec_w1,1987_Dec_w1
Nov 27-29,Thanksgiving 3-Day,"$47,960,626",+36.3%,15,Three Men and a Baby,48,1987,Nov_w4,1987_Nov_w4
Nov 26-29,Thanksgiving 4-Day,"$6,905,966",-,1,The Running Man,48,1987,Nov_w4,1987_Nov_w4
Nov 25-29,Thanksgiving 5-Day,"$7,970,699",-,1,The Running Man,48,1987,Nov_w4,1987_Nov_w4
Nov 20-22,,"$35,185,484",+11.5%,17,The Running Man,47,1987,Nov_w3,1987_Nov_w3
Nov 13-15,,"$31,542,633",-3.5%,17,The Running Man,46,1987,Nov_w2,1987_Nov_w2
Nov 6-8,,"$32,677,811",+25.7%,17,Fatal Attraction,45,1987,Nov_w1,1987_Nov_w1
Oct 30-Nov 1,,"$25,988,491",-15.2%,14,Fatal Attraction,44,1987,Oct_w5,1987_Oct_w5
Oct 23-25,,"$30,639,519",+19.8%,12,Fatal Attraction,43,1987,Oct_w4,1987_Oct_w4
Oct 16-18,,"$25,581,116","+5,565.5%",17,Fatal Attraction,42,1987,Oct_w3,1987_Oct_w3
Oct 9-11,,"$451,521",-98.5%,3,Man on Fire,41,1987,Oct_w2,1987_Oct_w2
Oct 9-12,Indig. Peoples' Day wknd,"$34,705,499",-,15,Fatal Attraction,41,1987,Oct_w2,1987_Oct_w2
Oct 2-4,,"$29,482,547",+14%,16,Fatal Attraction,40,1987,Oct_w1,1987_Oct_w1
Sep 25-27,,"$25,867,132",-21.7%,16,Fatal Attraction,39,1987,Sep_w4,1987_Sep_w4
Sep 18-20,,"$33,023,930",+48.5%,16,Fatal Attraction,38,1987,Sep_w3,1987_Sep_w3
Sep 11-13,,"$22,243,933",-,16,Stakeout,37,1987,Sep_w2,1987_Sep_w2
Sep 4-6,,-,-,-,-,36,1987,Sep_w1,1987_Sep_w1
Sep 4-7,Labor Day wknd,"$38,661,851",-,15,Stakeout,36,1987,Sep_w1,1987_Sep_w1
Aug 28-30,,"$32,650,971",-6.1%,17,Stakeout,35,1987,Aug_w5,1987_Aug_w5
Aug 21-23,,"$34,766,871",-4.5%,18,Stakeout,34,1987,Aug_w4,1987_Aug_w4
Aug 14-16,,"$36,390,689",-13.5%,16,Stakeout,33,1987,Aug_w3,1987_Aug_w3
Aug 7-9,,"$42,050,697",-4.8%,21,The Living Daylights,32,1987,Aug_w2,1987_Aug_w2
Jul 31-Aug 2,,"$44,181,235",-1.3%,19,The Living Daylights,31,1987,Aug_w1,1987_Aug_w1
Jul 24-26,,"$44,768,192",-6.7%,18,RoboCop,30,1987,Jul_w4,1987_Jul_w4
Jul 17-19,,"$48,002,196",+8%,19,RoboCop,29,1987,Jul_w3,1987_Jul_w3
Jul 10-12,,"$44,430,321",+5.8%,16,Revenge of the Nerds II: Nerds in Paradise,28,1987,Jul_w2,1987_Jul_w2
Jul 3-5,,"$41,990,551",-17.9%,12,Dragnet,27,1987,Jul_w1,1987_Jul_w1
Jun 26-28,,"$51,160,463",+7.7%,12,Dragnet,26,1987,Jun_w5,1987_Jun_w5
Jun 19-21,,"$47,502,640",-4.5%,12,The Witches of Eastwick,25,1987,Jun_w4,1987_Jun_w4
Jun 12-14,,"$49,733,753",+40.6%,12,Predator,24,1987,Jun_w3,1987_Jun_w3
Jun 5-7,,"$35,363,819",+12.8%,16,Beverly Hills Cop II,23,1987,Jun_w2,1987_Jun_w2
May 29-31,,"$31,346,072",+19%,13,Beverly Hills Cop II,22,1987,Jun_w1,1987_Jun_w1
May 22-24,,"$26,348,555",+23.7%,1,Beverly Hills Cop II,21,1987,May_w4,1987_May_w4
May 22-25,Memorial Day wknd,"$56,628,694",-,13,Beverly Hills Cop II,21,1987,May_w4,1987_May_w4
May 15-17,,"$21,300,027",+23.8%,13,Ishtar,20,1987,May_w3,1987_May_w3
May 8-10,,"$17,203,758",-22.3%,13,The Secret of My Success,19,1987,May_w2,1987_May_w2
May 1-3,,"$22,135,344",-14.9%,14,The Secret of My Success,18,1987,May_w1,1987_May_w1
Apr 24-26,,"$26,026,209",-14.8%,15,The Secret of My Success,17,1987,Apr_w4,1987_Apr_w4
Apr 17-19,,"$30,555,443",-2.3%,14,The Secret of My Success,16,1987,Apr_w3,1987_Apr_w3
Apr 17-20,Easter wknd,-,-,-,-,16,1987,Apr_w3,1987_Apr_w3
Apr 10-12,,"$31,277,812",-6.7%,16,The Secret of My Success,15,1987,Apr_w2,1987_Apr_w2
Apr 3-5,,"$33,513,382",+7.3%,15,Police Academy 4: Citizens on Patrol,14,1987,Apr_w1,1987_Apr_w1
Mar 27-29,,"$31,223,530",-2.4%,21,Blind Date,13,1987,Mar_w5,1987_Mar_w5
Mar 20-22,,"$31,991,816",-11.8%,18,Lethal Weapon,12,1987,Mar_w4,1987_Mar_w4
Mar 13-15,,"$36,286,923",-6.1%,15,Lethal Weapon,11,1987,Mar_w3,1987_Mar_w3
Mar 6-8,,"$38,645,315",-1.9%,13,Lethal Weapon,10,1987,Mar_w2,1987_Mar_w2
Feb 27-Mar 1,,"$39,410,997",+22.1%,15,A Nightmare on Elm Street 3: Dream Warriors,9,1987,Mar_w1,1987_Mar_w1
Feb 20-22,,"$32,284,628",-,14,Platoon,8,1987,Feb_w4,1987_Feb_w4
Feb 13-15,,-,-,-,-,7,1987,Feb_w3,1987_Feb_w3
Feb 13-16,Presidents' Day wknd,"$43,939,030",-,18,Platoon,7,1987,Feb_w3,1987_Feb_w3
Feb 6-8,,"$31,910,449",+0.3%,16,Platoon,6,1987,Feb_w2,1987_Feb_w2
Jan 30-Feb 1,,"$31,817,823",+41.1%,13,Platoon,5,1987,Feb_w1,1987_Feb_w1
Jan 23-25,,"$22,541,912",-32.7%,13,Critical Condition,4,1987,Jan_w4,1987_Jan_w4
Jan 16-18,,"$33,482,934",+16.7%,17,Critical Condition,3,1987,Jan_w3,1987_Jan_w3
Jan 16-19,MLK wknd,-,-,-,-,3,1987,Jan_w3,1987_Jan_w3
Jan 9-11,,"$28,679,665",-30.5%,18,The Golden Child,2,1987,Jan_w2,1987_Jan_w2
Jan 2-4,,"$41,241,661",-26.9%,16,The Golden Child,1,1987,Jan_w1,1987_Jan_w1
"Dec 29-Jan 1, 1979",New Year's long wknd,-,-,-,-,52,1978,Dec_w4,1978_Dec_w4
Dec 29-31,,"$10,363,384",-38.3%,1,Superman,52,1978,Dec_w4,1978_Dec_w4
Dec 22-24,,"$16,808,078",+125.1%,2,Every Which Way But Loose,51,1978,Dec_w3,1978_Dec_w3
Dec 22-25,Christmas long wknd,"$1,652,926",-,2,Invasion of the Body Snatchers,51,1978,Dec_w3,1978_Dec_w3
Dec 15-17,,"$7,465,343",-,1,Superman,50,1978,Dec_w2,1978_Dec_w2
Dec 8-10,,-,-,-,-,49,1978,Dec_w1,1978_Dec_w1
Nov 17-19,,"$626,649",-,1,The Lord of the Rings,46,1978,Nov_w2,1978_Nov_w2
Nov 3-5,,-,-,-,-,44,1978,Oct_w5,1978_Oct_w5
Oct 6-8,,-,-,-,-,40,1978,Oct_w1,1978_Oct_w1
Oct 6-9,Indig. Peoples' Day wknd,-,-,-,-,40,1978,Oct_w1,1978_Oct_w1
Sep 15-17,,-,-,-,-,37,1978,Sep_w2,1978_Sep_w2
Jul 28-30,,"$276,538",-97.3%,1,National Lampoon's Animal House,30,1978,Jul_w4,1978_Jul_w4
Jul 21-23,,"$10,166,336",-,1,Star Wars: Episode IV - A New Hope,29,1978,Jul_w3,1978_Jul_w3
Jul 7-9,,-,-,-,-,27,1978,Jul_w1,1978_Jul_w1
Jun 30-Jul 2,,"$3,652,486",-,1,Heaven Can Wait,26,1978,Jun_w5,1978_Jun_w5
Jun 30-Jul 4,July 4th long wknd,-,-,-,-,26,1978,Jun_w5,1978_Jun_w5
Jun 23-25,,-,-,-,-,25,1978,Jun_w4,1978_Jun_w4
Jun 16-18,,"$18,807,740",+384.6%,2,Jaws 2,24,1978,Jun_w3,1978_Jun_w3
Jun 9-11,,"$3,880,880",-,1,Damien: Omen II,23,1978,Jun_w2,1978_Jun_w2
Apr 21-23,,-,-,-,-,16,1978,Apr_w3,1978_Apr_w3
Apr 14-16,,"$602,039",-23.8%,1,Star Wars: Episode IV - A New Hope,15,1978,Apr_w2,1978_Apr_w2
Apr 7-9,,"$790,452",+45.3%,1,Star Wars: Episode IV - A New Hope,14,1978,Apr_w1,1978_Apr_w1
Mar 31-Apr 2,,"$543,897",-,1,Star Wars: Episode IV - A New Hope,13,1978,Mar_w5,1978_Mar_w5
Mar 10-12,,"$622,291",-,1,Star Wars: Episode IV - A New Hope,10,1978,Mar_w2,1978_Mar_w2
Feb 17-19,,-,-,-,-,7,1978,Feb_w3,1978_Feb_w3
Feb 17-20,Presidents' Day wknd,-,-,-,-,7,1978,Feb_w3,1978_Feb_w3
Feb 3-5,,"$817,290",-,1,Star Wars: Episode IV - A New Hope,5,1978,Feb_w1,1978_Feb_w1
Jan 6-8,,"$2,671,060",-,1,Saturday Night Fever,1,1978,Jan_w1,1978_Jan_w1
"Dec 28-Jan 1, 1980",New Year's long wknd,-,-,-,-,52,1979,Dec_w4,1979_Dec_w4
Dec 28-30,,"$1,781,164",-,1,Going in Style,52,1979,Dec_w4,1979_Dec_w4
Dec 21-23,,-,-,-,-,51,1979,Dec_w3,1979_Dec_w3
Dec 21-25,Christmas long wknd,"$13,456,623",-,4,Star Trek: The Motion Picture,51,1979,Dec_w3,1979_Dec_w3
Dec 14-16,,"$15,852,407",+32.9%,3,Star Trek: The Motion Picture,50,1979,Dec_w2,1979_Dec_w2
Dec 7-9,,"$11,926,421",-,1,Star Trek: The Motion Picture,49,1979,Dec_w1,1979_Dec_w1
Nov 16-18,,-,-,-,-,46,1979,Nov_w2,1979_Nov_w2
Nov 9-11,,"$2,520,005","+19,401.7%",2,Fiddler on the Roof1979 Re-release,45,1979,Nov_w1,1979_Nov_w1
Nov 2-4,,"$12,922",-84.5%,1,The Fish That Saved Pittsburgh,44,1979,Oct_w5,1979_Oct_w5
Oct 26-28,,"$83,527",-96.3%,1,The Great Santini,43,1979,Oct_w4,1979_Oct_w4
Oct 19-21,,"$2,250,000",-,1,Meteor,42,1979,Oct_w3,1979_Oct_w3
Oct 5-8,Indig. Peoples' Day wknd,-,-,-,-,40,1979,Oct_w1,1979_Oct_w1
Oct 5-7,,"$3,812,974",+869.1%,2,10,40,1979,Oct_w1,1979_Oct_w1
Sep 28-30,,"$393,452",-47%,1,Alien,39,1979,Sep_w4,1979_Sep_w4
Sep 21-23,,"$742,634",+52.9%,2,Alien,38,1979,Sep_w3,1979_Sep_w3
Sep 14-16,,"$485,711",-25.2%,1,Alien,37,1979,Sep_w2,1979_Sep_w2
Sep 7-9,,"$649,505",-,1,Alien,36,1979,Sep_w1,1979_Sep_w1
Aug 31-Sep 3,Labor Day wknd,"$1,049,075",-,1,Alien,35,1979,Aug_w5,1979_Aug_w5
Aug 24-26,,"$7,717,449",+491.4%,2,Star Wars: Episode IV - A New Hope,34,1979,Aug_w4,1979_Aug_w4
Aug 17-19,,"$1,304,996",+0.2%,4,Alien,33,1979,Aug_w3,1979_Aug_w3
Aug 10-12,,"$1,301,922",-15.1%,1,Alien,32,1979,Aug_w2,1979_Aug_w2
Aug 3-5,,"$1,533,612",-84.1%,1,Alien,31,1979,Aug_w1,1979_Aug_w1
Jul 27-29,,"$9,660,094",+70.2%,2,The Amityville Horror,30,1979,Jul_w4,1979_Jul_w4
Jul 20-22,,"$5,675,034",+92%,3,Dracula,29,1979,Jul_w3,1979_Jul_w3
Jul 13-15,,"$2,955,036",-12.9%,3,Alien,28,1979,Jul_w2,1979_Jul_w2
Jul 6-8,,"$3,391,197",-71.1%,1,Alien,27,1979,Jul_w1,1979_Jul_w1
Jun 29-Jul 1,,"$11,745,651",+0.9%,3,Moonraker,26,1979,Jun_w5,1979_Jun_w5
Jun 22-24,,"$11,641,673",+14.7%,3,Alien,25,1979,Jun_w4,1979_Jun_w4
Jun 15-17,,"$10,153,660",+280.4%,3,Rocky II,24,1979,Jun_w3,1979_Jun_w3
Jun 8-10,,"$2,669,177",+21.8%,1,Alien,23,1979,Jun_w2,1979_Jun_w2
Jun 1-3,,"$2,192,024",-,1,Alien,22,1979,Jun_w1,1979_Jun_w1
May 25-28,Memorial Day wknd,"$5,953,196",-,2,Alien,21,1979,May_w4,1979_May_w4
May 25-27,,-,-,-,-,21,1979,May_w4,1979_May_w4
May 18-20,,-,-,-,-,20,1979,May_w3,1979_May_w3
May 4-6,,"$376,896",-22.4%,1,Last Embrace,18,1979,May_w1,1979_May_w1
Apr 27-29,,"$485,734",-,1,Manhattan,17,1979,Apr_w4,1979_Apr_w4
Apr 20-22,,-,-,-,-,16,1979,Apr_w3,1979_Apr_w3
Apr 6-8,,"$1,972,684","+10,444%",1,The Champ,14,1979,Apr_w1,1979_Apr_w1
Mar 30-Apr 1,,"$18,709",-,1,La Cage aux Folles,13,1979,Mar_w5,1979_Mar_w5
Mar 16-18,,"$21,040",-70.1%,1,Voices,11,1979,Mar_w3,1979_Mar_w3
Mar 9-11,,"$70,461",-73.2%,1,The Passage,10,1979,Mar_w2,1979_Mar_w2
Mar 2-4,,"$262,778",-,1,Norma Rae,9,1979,Mar_w1,1979_Mar_w1
Feb 23-25,,-,-,-,-,8,1979,Feb_w4,1979_Feb_w4
Feb 16-18,,-,-,-,-,7,1979,Feb_w3,1979_Feb_w3
Feb 16-19,Presidents' Day wknd,-,-,-,-,7,1979,Feb_w3,1979_Feb_w3
Feb 9-11,,"$3,529,675",+800.6%,1,The Warriors,6,1979,Feb_w2,1979_Feb_w2
Feb 2-4,,"$391,942",-,1,The Great Train Robbery,5,1979,Feb_w1,1979_Feb_w1
Jan 19-21,,-,-,-,-,3,1979,Jan_w3,1979_Jan_w3
Dec 26-28,,"$56,414,610",+56.5%,16,The Golden Child,52,1986,Dec_w4,1986_Dec_w4
Dec 19-21,,"$36,055,025",-0.1%,14,The Golden Child,51,1986,Dec_w3,1986_Dec_w3
Dec 12-14,,"$36,091,320",+9.4%,13,The Golden Child,50,1986,Dec_w2,1986_Dec_w2
Dec 5-7,Post-Thanksgiving,"$32,982,745",-34.9%,17,Star Trek IV: The Voyage Home,49,1986,Dec_w1,1986_Dec_w1
Nov 28-30,Thanksgiving 3-Day,"$50,650,760",+69.8%,21,Star Trek IV: The Voyage Home,48,1986,Nov_w4,1986_Nov_w4
Nov 27-30,Thanksgiving 4-Day,-,-,-,-,48,1986,Nov_w4,1986_Nov_w4
Nov 26-30,Thanksgiving 5-Day,-,-,-,-,48,1986,Nov_w4,1986_Nov_w4
Nov 21-23,,"$29,837,234",+35.1%,19,Crocodile Dundee,47,1986,Nov_w3,1986_Nov_w3
Nov 14-16,,"$22,085,635",-20.5%,19,Crocodile Dundee,46,1986,Nov_w2,1986_Nov_w2
Nov 7-9,,"$27,777,161",+3.3%,19,Crocodile Dundee,45,1986,Nov_w1,1986_Nov_w1
Oct 31-Nov 2,,"$26,877,577",-18.6%,15,Crocodile Dundee,44,1986,Oct_w5,1986_Oct_w5
Oct 24-26,,"$33,003,996",+1.7%,15,Crocodile Dundee,43,1986,Oct_w4,1986_Oct_w4
Oct 17-19,,"$32,441,088","+4,479.5%",17,Crocodile Dundee,42,1986,Oct_w3,1986_Oct_w3
Oct 10-12,,"$708,396",-97.2%,2,Playing for Keeps,41,1986,Oct_w2,1986_Oct_w2
Oct 10-13,Indig. Peoples' Day wknd,"$39,763,965",-,14,Crocodile Dundee,41,1986,Oct_w2,1986_Oct_w2
Oct 3-5,,"$24,895,083",+14.2%,18,Crocodile Dundee,40,1986,Oct_w1,1986_Oct_w1
Sep 26-28,,"$21,808,317",+24.1%,15,Crocodile Dundee,39,1986,Sep_w4,1986_Sep_w4
Sep 19-21,,"$17,567,338",-2.5%,16,Top Gun,38,1986,Sep_w3,1986_Sep_w3
Sep 12-14,,"$18,025,769",-16.7%,16,Stand by Me,37,1986,Sep_w2,1986_Sep_w2
Sep 5-7,,"$21,635,984",-,14,Stand by Me,36,1986,Sep_w1,1986_Sep_w1
Aug 29-31,,-,-,-,-,35,1986,Aug_w5,1986_Aug_w5
Aug 29-Sep 1,Labor Day wknd,"$34,645,277",-,20,Stand by Me,35,1986,Aug_w5,1986_Aug_w5
Aug 22-24,,"$30,606,033",-9.1%,21,The Fly,34,1986,Aug_w4,1986_Aug_w4
Aug 15-17,,"$33,655,438",+0.2%,20,The Fly,33,1986,Aug_w3,1986_Aug_w3
Aug 8-10,,"$33,588,159",-20.8%,19,Aliens,32,1986,Aug_w2,1986_Aug_w2
Aug 1-3,,"$42,434,743",+0.3%,16,Aliens,31,1986,Aug_w1,1986_Aug_w1
Jul 25-27,,"$42,300,445",<0.1%,16,Aliens,30,1986,Jul_w4,1986_Jul_w4
Jul 18-20,,"$42,263,558",-5.6%,14,Aliens,29,1986,Jul_w3,1986_Jul_w3
Jul 11-13,,"$44,785,822",+4.6%,14,The Karate Kid Part II,28,1986,Jul_w2,1986_Jul_w2
Jul 4-6,,"$42,802,455",-11.3%,14,The Karate Kid Part II,27,1986,Jul_w1,1986_Jul_w1
Jun 27-29,,"$48,244,803",+0.6%,12,The Karate Kid Part II,26,1986,Jun_w5,1986_Jun_w5
Jun 20-22,,"$47,973,087",+36%,12,The Karate Kid Part II,25,1986,Jun_w4,1986_Jun_w4
Jun 13-15,,"$35,285,502",+5.4%,13,Back to School,24,1986,Jun_w3,1986_Jun_w3
Jun 6-8,,"$33,480,897",+14.3%,13,Top Gun,23,1986,Jun_w2,1986_Jun_w2
May 30-Jun 1,,"$29,292,520",+131.5%,12,Cobra,22,1986,Jun_w1,1986_Jun_w1
May 23-26,Memorial Day wknd,"$50,558,711",-,12,Cobra,21,1986,May_w4,1986_May_w4
May 23-25,,"$12,653,032",-43.6%,1,Cobra,21,1986,May_w4,1986_May_w4
May 16-18,,"$22,424,412",+28%,14,Top Gun,20,1986,May_w3,1986_May_w3
May 9-11,,"$17,514,201",-1.6%,12,Short Circuit,19,1986,May_w2,1986_May_w2
May 2-4,,"$17,798,037",+10.1%,12,"Jo Jo Dancer, Your Life Is Calling",18,1986,May_w1,1986_May_w1
Apr 25-27,,"$16,172,431",-20.1%,15,Legend,17,1986,Apr_w4,1986_Apr_w4
Apr 18-20,,"$20,250,126",-3.3%,16,Legend,16,1986,Apr_w3,1986_Apr_w3
Apr 11-13,,"$20,946,701",-21%,15,The Money Pit,15,1986,Apr_w2,1986_Apr_w2
Apr 4-6,,"$26,516,162",-9.1%,13,Police Academy 3: Back in Training,14,1986,Apr_w1,1986_Apr_w1
Mar 28-31,Easter wknd,-,-,-,-,13,1986,Mar_w5,1986_Mar_w5
Mar 28-30,,"$29,160,865",-10.3%,13,Police Academy 3: Back in Training,13,1986,Mar_w5,1986_Mar_w5
Mar 21-23,,"$32,493,325",+13.1%,17,Police Academy 3: Back in Training,12,1986,Mar_w4,1986_Mar_w4
Mar 14-16,,"$28,738,232",+0.4%,13,Gung Ho,11,1986,Mar_w3,1986_Mar_w3
Mar 7-9,,"$28,636,291",-15%,14,Pretty in Pink,10,1986,Mar_w2,1986_Mar_w2
Feb 28-Mar 2,,"$33,687,907",+15%,13,Pretty in Pink,9,1986,Mar_w1,1986_Mar_w1
Feb 21-23,,"$29,301,384","+5,592.4%",17,Down and Out in Beverly Hills,8,1986,Feb_w4,1986_Feb_w4
Feb 14-16,,"$514,750",-98.4%,1,Back to the Future,7,1986,Feb_w3,1986_Feb_w3
Feb 14-17,Presidents' Day wknd,"$41,334,728",-,17,Down and Out in Beverly Hills,7,1986,Feb_w3,1986_Feb_w3
Feb 7-9,,"$31,379,924",-3.9%,15,Down and Out in Beverly Hills,6,1986,Feb_w2,1986_Feb_w2
Jan 31-Feb 2,,"$32,661,751",+22.6%,15,Down and Out in Beverly Hills,5,1986,Feb_w1,1986_Feb_w1
Jan 24-26,,"$26,632,176",-31.1%,14,The Color Purple,4,1986,Jan_w4,1986_Jan_w4
Jan 17-20,MLK wknd,"$1,455,600",-,1,Back to the Future,3,1986,Jan_w3,1986_Jan_w3
Jan 17-19,,"$38,660,189",+18.2%,18,Iron Eagle,3,1986,Jan_w3,1986_Jan_w3
Jan 10-12,,"$32,697,064",-20.9%,15,Out of Africa,2,1986,Jan_w2,1986_Jan_w2
Jan 3-5,,"$41,330,385",-21.8%,14,Rocky IV,1,1986,Jan_w1,1986_Jan_w1
Dec 25-27,,"$76,273,706",+43%,18,A Few Good Men,52,1992,Dec_w4,1992_Dec_w4
Dec 18-20,,"$53,340,937",-1.7%,14,A Few Good Men,51,1992,Dec_w3,1992_Dec_w3
Dec 11-13,,"$54,288,926",-6.2%,16,A Few Good Men,50,1992,Dec_w2,1992_Dec_w2
